tot_ball,inning,batting_team,bowling_team,over_num,ball_num,stage,bowler,bowler_num,batsman,batsman_num,howout,wide_runs,noball,noball_bat_runs,LegByes_runs,Byes_runs,Bat_runs,Balls_faced,boundary,scoring_id,wickets,Overs,run,runs,ball_counts,runrate_ball,HOWOUTS,EXTRA
161,1,ACCENTURE ,ROYAL ENFIELD,26,1,3,Navaneetha Krishnan,3,Ajay Natraj ,7,0,0,0,0,0,0,0,23,0,1,4,26.1,0,170,161,4.927536232,notout,1
162,1,ACCENTURE ,ROYAL ENFIELD,26,2,3,Navaneetha Krishnan,3,Ajay Natraj ,7,0,0,0,0,0,0,0,24,0,1,4,26.2,0,170,162,4.927536232,notout,1
163,1,ACCENTURE ,ROYAL ENFIELD,26,3,3,Navaneetha Krishnan,3,Ajay Natraj ,7,1,0,0,0,0,0,0,25,0,1,5,26.3,0,170,163,4.927536232,Catch,1
164,1,ACCENTURE ,ROYAL ENFIELD,26,4,3,Navaneetha Krishnan,3,Srinivasan ,6,0,0,0,0,0,0,2,24,0,3,5,26.4,2,172,164,4.985507246,notout,1
165,1,ACCENTURE ,ROYAL ENFIELD,26,5,3,Navaneetha Krishnan,3,Srinivasan ,6,1,0,0,0,0,0,0,25,0,1,6,26.5,0,172,165,4.985507246,Catch,1
166,1,ACCENTURE ,ROYAL ENFIELD,26,5,3,Navaneetha Krishnan,3,Mathan ,8,0,0,1,1,0,0,1,1,0,2,6,26.5,2,174,166,5.043478261,notout,1
167,1,ACCENTURE ,ROYAL ENFIELD,26,6,3,Navaneetha Krishnan,3,Subash ,9,0,0,0,0,0,0,1,1,0,2,6,26.6,1,175,167,5.072463768,notout,1
168,1,ACCENTURE ,ROYAL ENFIELD,27,1,3,Praveen Kumar,5,Subash ,9,0,5,0,0,0,0,0,2,0,1,6,27.1,5,180,168,5.217391304,notout,1
169,1,ACCENTURE ,ROYAL ENFIELD,27,1,3,Praveen Kumar,5,Subash ,9,0,0,0,0,0,0,0,3,0,1,6,27.1,0,180,169,5.217391304,notout,1
170,1,ACCENTURE ,ROYAL ENFIELD,27,2,3,Praveen Kumar,5,Subash ,9,0,0,0,0,0,0,0,4,0,1,6,27.2,0,180,170,5.217391304,notout,1
171,1,ACCENTURE ,ROYAL ENFIELD,27,3,3,Praveen Kumar,5,Subash ,9,0,0,0,0,0,0,2,5,0,3,6,27.3,2,182,171,5.275362319,notout,1
172,1,ACCENTURE ,ROYAL ENFIELD,27,4,3,Praveen Kumar,5,Subash ,9,0,0,0,0,0,0,1,6,0,2,6,27.4,1,183,172,5.304347826,notout,1
173,1,ACCENTURE ,ROYAL ENFIELD,27,5,3,Praveen Kumar,5,Mathan ,8,0,0,0,0,0,0,2,2,0,3,6,27.5,2,185,173,5.362318841,notout,1
174,1,ACCENTURE ,ROYAL ENFIELD,27,6,3,Praveen Kumar,5,Mathan ,8,0,0,0,0,0,0,2,3,0,3,6,27.6,2,187,174,5.420289855,notout,1
175,1,ACCENTURE ,ROYAL ENFIELD,28,1,3,Navaneetha Krishnan,3,Subash ,9,0,0,0,0,0,0,0,7,0,1,6,28.1,0,187,175,5.420289855,notout,1
176,1,ACCENTURE ,ROYAL ENFIELD,28,2,3,Navaneetha Krishnan,3,Subash ,9,0,0,0,0,0,0,1,8,0,2,6,28.2,1,188,176,5.449275362,notout,1
177,1,ACCENTURE ,ROYAL ENFIELD,28,3,3,Navaneetha Krishnan,3,Mathan ,8,0,0,0,0,0,0,1,4,0,2,6,28.3,1,189,177,5.47826087,notout,1
178,1,ACCENTURE ,ROYAL ENFIELD,28,4,3,Navaneetha Krishnan,3,Subash ,9,1,0,0,0,0,0,0,9,0,1,7,28.4,0,189,178,5.47826087,Catch,1
179,1,ACCENTURE ,ROYAL ENFIELD,28,5,3,Navaneetha Krishnan,3,Mathan ,8,0,0,0,0,0,0,2,5,0,3,7,28.5,2,191,179,5.536231884,notout,1
180,1,ACCENTURE ,ROYAL ENFIELD,28,6,3,Navaneetha Krishnan,3,Mathan ,8,0,0,0,0,0,0,1,6,0,2,7,28.6,1,192,180,5.565217391,notout,1
181,1,ACCENTURE ,ROYAL ENFIELD,29,1,3,Om Jagadeesh,4,Mathan ,8,0,0,0,0,0,0,1,7,0,2,7,29.1,1,193,181,5.594202899,notout,1
182,1,ACCENTURE ,ROYAL ENFIELD,29,2,3,Om Jagadeesh,4,Shriram ,10,0,0,0,0,0,0,0,1,0,1,7,29.2,0,193,182,5.594202899,notout,1
183,1,ACCENTURE ,ROYAL ENFIELD,29,3,3,Om Jagadeesh,4,Shriram ,10,0,0,0,0,0,0,1,2,0,2,7,29.3,1,194,183,5.623188406,notout,1
184,1,ACCENTURE ,ROYAL ENFIELD,29,4,3,Om Jagadeesh,4,Mathan ,8,1,0,0,0,0,0,0,8,0,1,8,29.4,0,194,184,5.623188406,Catch,1
185,1,ACCENTURE ,ROYAL ENFIELD,29,5,3,Om Jagadeesh,4,Kishore Kumar ,4,2,0,0,0,0,0,0,2,0,1,9,29.5,0,194,185,5.623188406,RunOut,1
186,1,ACCENTURE ,ROYAL ENFIELD,29,6,3,Om Jagadeesh,4,Parthiban ,11,0,0,0,0,0,0,1,1,0,2,9,29.6,1,195,186,5.652173913,notout,1
187,1,ACCENTURE ,ROYAL ENFIELD,30,1,3,Navaneetha Krishnan,3,Shriram ,10,0,0,0,0,0,0,2,3,0,3,9,30.1,2,197,187,5.710144928,notout,1
188,1,ACCENTURE ,ROYAL ENFIELD,30,2,3,Navaneetha Krishnan,3,Shriram ,10,0,0,0,0,0,0,1,4,0,2,9,30.2,1,198,188,5.739130435,notout,1
189,1,ACCENTURE ,ROYAL ENFIELD,30,3,3,Navaneetha Krishnan,3,Parthiban ,11,0,0,0,0,0,0,2,2,0,3,9,30.3,2,200,189,5.797101449,notout,1
190,1,ACCENTURE ,ROYAL ENFIELD,30,4,3,Navaneetha Krishnan,3,Parthiban ,11,0,0,0,0,0,0,0,3,0,1,9,30.4,0,200,190,5.797101449,notout,1
191,1,ACCENTURE ,ROYAL ENFIELD,30,5,3,Navaneetha Krishnan,3,Parthiban ,11,2,0,0,0,0,0,0,4,0,1,10,30.5,0,200,191,5.797101449,RunOut,1
