,batsman,bowler,tot_ball,inning,over_num,ball_num,stage,bowler_num,batsman_num,howout,wide_runs,noball,noball_bat_runs,LegByes_runs,Byes_runs,Bat_runs,Balls_faced,boundary,scoring_id,wickets,Overs,run,runs,ball_counts,runrate_ball,EXTRA
0,Kaleeswaran ,Syed Haseeb,1086,8,52,18,8,16,28,0,0,0,0,0,0,5,30,4,8,20,53.8,5,229,322,6.6376811589999996,4
