,batsman,bowler,tot_ball,inning,over_num,ball_num,stage,bowler_num,batsman_num,howout,wide_runs,noball,noball_bat_runs,LegByes_runs,Byes_runs,Bat_runs,Balls_faced,boundary,scoring_id,wickets,Overs,run,runs,ball_counts,runrate_ball,EXTRA
0,Ashok ,Navaneetha Krishnan,339,6,53,25,9,18,18,0,0,0,0,0,0,19,108,16,18,9,55.5,19,422,339,12.231884059,6
